,report,meta_info,href,category,sending_time
5402,Potholes,"11:57, 26 Dec 2012",https://www.fixmystreet.com/report/300956,"Reported in the Potholes category anonymously at 11:57, Wed 26 December 2012",Sent to Glasgow City Council 3 minutes later
5403,Potholes,"12:00, 26 Dec 2012",https://www.fixmystreet.com/report/300958,"Reported in the Potholes category anonymously at 12:00, Wed 26 December 2012",Sent to Glasgow City Council 1 minute later
5404,Potholes,"12:03, 26 Dec 2012",https://www.fixmystreet.com/report/300962,"Reported in the Potholes category anonymously at 12:03, Wed 26 December 2012",Sent to Glasgow City Council 1 minute later
5405,Potholes / Craters,"Fixed 12:54, 26 Dec 2012, last updated 17:42, 26 Jan 2014",https://www.fixmystreet.com/report/300972,"Reported in the Potholes category anonymously at 12:54, Wed 26 December 2012",Sent to Glasgow City Council 1 minute later
5406,Total break down of road surface laving large chunks and pot holes!!,"Fixed 17:08, 26 Dec 2012, last updated 18:53, 23 Jan 2013",https://www.fixmystreet.com/report/301030,"Reported in the Potholes category anonymously at 17:08, Wed 26 December 2012",Sent to Glasgow City Council 2 minutes later
5407,Flytipping,"12:17, 27 Dec 2012",https://www.fixmystreet.com/report/301203,"Reported in the Flytipping category by noel sherwood at 12:17, Thu 27 December 2012",Sent to Glasgow City Council 3 minutes later
5408,Japanese knotweed next to motorway slip,"12:20, 27 Dec 2012",https://www.fixmystreet.com/report/301205,"Reported by noel sherwood at 12:20, Thu 27 December 2012",Sent to Glasgow City Council 5 minutes later
5409,Potholes,"14:52, 27 Dec 2012, last updated 19:31, 24 Jan 2013",https://www.fixmystreet.com/report/301266,"Reported in the Potholes category anonymously at 14:52, Thu 27 December 2012",Sent to Glasgow City Council 3 minutes later
5410,Potholes,"17:03, 27 Dec 2012, last updated 00:08, 20 Apr 2013",https://www.fixmystreet.com/report/301338,"Reported in the Potholes category anonymously at 17:03, Thu 27 December 2012",Sent to Glasgow City Council 2 minutes later
5411,Collapsed Crash Barrier,"17:09, 27 Dec 2012, last updated 00:08, 20 Apr 2013",https://www.fixmystreet.com/report/301343,"Reported in the Roads/highways category anonymously at 17:09, Thu 27 December 2012",Sent to Glasgow City Council 1 minute later
5412,Road defect,"17:51, 27 Dec 2012, last updated 00:09, 20 Apr 2013",https://www.fixmystreet.com/report/301350,"Reported in the Roads/highways category anonymously at 17:51, Thu 27 December 2012",Sent to Glasgow City Council 4 minutes later
5413,Potholes,"17:51, 27 Dec 2012",https://www.fixmystreet.com/report/301352,"Reported in the Roads/highways category anonymously at 17:51, Thu 27 December 2012",Sent to Glasgow City Council 4 minutes later
5414,Potholes/ road condition,"17:52, 27 Dec 2012, last updated 00:07, 20 Apr 2013",https://www.fixmystreet.com/report/301355,"Reported in the Roads/highways category anonymously at 17:52, Thu 27 December 2012",Sent to Glasgow City Council 2 minutes later
5415,Litter Bins,"Fixed 18:21, 27 Dec 2012, last updated 14:09, 13 Jan 2013",https://www.fixmystreet.com/report/301362,"Reported in the Street cleaning category anonymously at 18:21, Thu 27 December 2012

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council 4 minutes later
5416,Terrible potholes on Govan road outside hospital,"19:18, 28 Dec 2012",https://www.fixmystreet.com/report/301787,"Reported in the Potholes category by vic mccafferty at 19:18, Fri 28 December 2012

;(there is no pin shown as the user did not use the map)",Sent to Glasgow City Council 2 minutes later
5417,Pot Hole,"Fixed 09:12, 29 Dec 2012, last updated 09:35, 26 Jan 2013",https://www.fixmystreet.com/report/301862,"Reported in the Potholes category anonymously at 09:12, Sat 29 December 2012",Sent to Glasgow City Council 3 minutes later
5418,Potholes,"12:51, 29 Dec 2012",https://www.fixmystreet.com/report/301943,"Reported in the Potholes category by Catriona Stewart at 12:51, Sat 29 December 2012",Sent to Glasgow City Council 3 minutes later
5419,Multiple deep pot holes,"15:43, 29 Dec 2012, last updated 00:21, 19 Mar 2013",https://www.fixmystreet.com/report/301994,"Reported in the Potholes category by Paul Marshall at 15:43, Sat 29 December 2012",Sent to Glasgow City Council 2 minutes later
5420,Potholes,"19:54, 29 Dec 2012",https://www.fixmystreet.com/report/302096,"Reported in the Potholes category anonymously at 19:54, Sat 29 December 2012",Sent to Glasgow City Council 1 minute later
5421,Junction uneven,"22:36, 29 Dec 2012",https://www.fixmystreet.com/report/302128,"Reported in the Roads/highways category anonymously at 22:36, Sat 29 December 2012",Sent to Glasgow City Council 4 minutes later
5422,Holes in road,"22:37, 29 Dec 2012",https://www.fixmystreet.com/report/302129,"Reported in the Roads/highways category anonymously at 22:37, Sat 29 December 2012",Sent to Glasgow City Council 2 minutes later
5423,Edinburgh road junction uneven,"22:40, 29 Dec 2012",https://www.fixmystreet.com/report/302130,"Reported in the Roads/highways category anonymously at 22:40, Sat 29 December 2012",Sent to Glasgow City Council 4 minutes later
5424,Potholes especially at corner facing onto Edinburgh road,"22:44, 29 Dec 2012",https://www.fixmystreet.com/report/302132,"Reported in the Roads/highways category anonymously at 22:44, Sat 29 December 2012",Sent to Glasgow City Council 1 minute later
5425,Potholes,"22:46, 29 Dec 2012",https://www.fixmystreet.com/report/302133,"Reported in the Potholes category anonymously at 22:46, Sat 29 December 2012",Sent to Glasgow City Council 4 minutes later
5426,Road surface,"22:49, 29 Dec 2012",https://www.fixmystreet.com/report/302134,"Reported in the Roads/highways category anonymously at 22:49, Sat 29 December 2012",Sent to Glasgow City Council 1 minute later
5427,Large pothole at lights on Knightswood X,"Fixed 22:54, 29 Dec 2012, last updated 12:12, 4 Jan 2013",https://www.fixmystreet.com/report/302136,"Reported in the Potholes category by Jackie Graham at 22:54, Sat 29 December 2012",Sent to Glasgow City Council 1 minute later
5428,Road subsidence,"12:29, 30 Dec 2012, last updated 15:59, 25 Feb 2013",https://www.fixmystreet.com/report/302262,"Reported in the Roads/highways category anonymously at 12:29, Sun 30 December 2012",Sent to Glasgow City Council 1 minute later
5429,Blocked street drain,"Fixed 19:54, 30 Dec 2012, last updated 08:46, 28 Jan 2013",https://www.fixmystreet.com/report/302456,"Reported in the Roads/highways category by james hosie at 19:54, Sun 30 December 2012",Sent to Glasgow City Council 1 minute later
5430,Potholes,"20:07, 30 Dec 2012, last updated 21:19, 27 Jan 2013",https://www.fixmystreet.com/report/302464,"Reported in the Potholes category anonymously at 20:07, Sun 30 December 2012",Sent to Glasgow City Council 3 minutes later
5431,Potholes,"20:09, 30 Dec 2012, last updated 10:41, 25 Jun 2013",https://www.fixmystreet.com/report/302465,"Reported in the Potholes category anonymously at 20:09, Sun 30 December 2012",Sent to Glasgow City Council 1 minute later
5432,Potholes,"20:12, 30 Dec 2012, last updated 10:32, 25 Jun 2013",https://www.fixmystreet.com/report/302466,"Reported in the Potholes category anonymously at 20:12, Sun 30 December 2012",Sent to Glasgow City Council 2 minutes later
5433,Multiple potholes,"Fixed 23:42, 30 Dec 2012, last updated 00:11, 26 Feb 2013",https://www.fixmystreet.com/report/302526,"Reported in the Potholes category by John Mitchell at 23:42, Sun 30 December 2012",Sent to Glasgow City Council 3 minutes later
5434,Cars are coming the wrong way,"Fixed 00:41, 31 Dec 2012, last updated 23:21, 26 Mar 2013",https://www.fixmystreet.com/report/302531,"Reported in the Car parking category anonymously at 00:41, Mon 31 December 2012",Sent to Glasgow City Council 4 minutes later
5435,Bocked drains,"14:21, 31 Dec 2012, last updated 13:20, 5 Feb 2013",https://www.fixmystreet.com/report/302720,"Reported in the Street cleaning category anonymously at 14:21, Mon 31 December 2012",Sent to Glasgow City Council 4 minutes later
5436,Potholes around stank at bottom of Dundonald Road,"Fixed 14:29, 31 Dec 2012, last updated 09:32, 5 Feb 2013",https://www.fixmystreet.com/report/302728,"Reported in the Potholes category anonymously at 14:29, Mon 31 December 2012",Sent to Glasgow City Council 1 minute later
5437,Pot hole,"15:09, 31 Dec 2012",https://www.fixmystreet.com/report/302748,"Reported in the Potholes category by John Lumsden at 15:09, Mon 31 December 2012",Sent to Glasgow City Council less than a minute later
5438,Leaves at kerbside,"Fixed 15:45, 31 Dec 2012, last updated 16:43, 28 Jan 2013",https://www.fixmystreet.com/report/302763,"Reported in the Street cleaning category anonymously at 15:45, Mon 31 December 2012",Sent to Glasgow City Council 4 minutes later
5439,Deep pothole,"Fixed 19:02, 31 Dec 2012, last updated 08:14, 9 Mar 2013",https://www.fixmystreet.com/report/302877,"Reported in the Potholes category anonymously at 19:02, Mon 31 December 2012",Sent to Glasgow City Council 2 minutes later
5440,Potholes,"19:09, 31 Dec 2012, last updated 10:46, 2 Feb 2013",https://www.fixmystreet.com/report/302878,"Reported in the Potholes category anonymously at 19:09, Mon 31 December 2012",Sent to Glasgow City Council 1 minute later
5441,Street lights,"19:14, 31 Dec 2012, last updated 11:32, 23 Apr 2013",https://www.fixmystreet.com/report/302881,"Reported in the Street lighting category by jamie macmillan at 19:14, Mon 31 December 2012",Sent to Glasgow City Council 1 minute later
5442,Pothole,"Fixed 06:52, 1 Jan 2013, last updated 17:26, 31 Jan 2013",https://www.fixmystreet.com/report/302937,"Reported in the Potholes category anonymously at 06:52, Tue  1 January 2013",Sent to Glasgow City Council 2 minutes later
5443,Potholes,"10:14, 1 Jan 2013, last updated 11:33, 27 May 2013",https://www.fixmystreet.com/report/302949,"Reported in the Potholes category anonymously at 10:14, Tue  1 January 2013",Sent to Glasgow City Council 1 minute later
5444,Blocked drain,"14:27, 1 Jan 2013, last updated 10:54, 28 Feb 2013",https://www.fixmystreet.com/report/303051,"Reported in the Roads/highways category by Thomas Russell at 14:27, Tue  1 January 2013",Sent to Glasgow City Council 3 minutes later
5445,More potholes formed,"Fixed 07:18, 2 Jan 2013, last updated 20:58, 1 Feb 2013",https://www.fixmystreet.com/report/303301,"Reported in the Potholes category anonymously at 07:18, Wed  2 January 2013",Sent to Glasgow City Council 2 minutes later
5446,Street light out,"Fixed 11:05, 2 Jan 2013, last updated 21:41, 31 Jan 2013",https://www.fixmystreet.com/report/303401,"Reported in the Street lighting category anonymously at 11:05, Wed  2 January 2013",Sent to Glasgow City Council 5 minutes later
5447,Top layer of road missing leading to large potholes,"11:21, 2 Jan 2013",https://www.fixmystreet.com/report/303416,"Reported in the Potholes category anonymously at 11:21, Wed  2 January 2013",Sent to Glasgow City Council 4 minutes later
5448,Pot holes,"19:24, 2 Jan 2013",https://www.fixmystreet.com/report/303780,"Reported in the Potholes category anonymously at 19:24, Wed  2 January 2013",Sent to Glasgow City Council 2 minutes later
5449,Pot hole,"19:49, 2 Jan 2013, last updated 16:28, 2 May 2013",https://www.fixmystreet.com/report/303797,"Reported in the Potholes category anonymously at 19:49, Wed  2 January 2013",Sent to Glasgow City Council less than a minute later
5450,Potholes,"Fixed 21:50, 2 Jan 2013, last updated 11:28, 31 Jan 2013",https://www.fixmystreet.com/report/303874,"Reported in the Potholes category anonymously at 21:50, Wed  2 January 2013",Sent to Glasgow City Council 5 minutes later
5451,Potholes,"22:24, 2 Jan 2013",https://www.fixmystreet.com/report/303883,"Reported in the Potholes category by Stephen Crosbie at 22:24, Wed  2 January 2013",Sent to Glasgow City Council 1 minute later
5452,Very large pothole on Shields Road,"22:43, 2 Jan 2013",https://www.fixmystreet.com/report/303885,"Reported in the Potholes category anonymously at 22:43, Wed  2 January 2013",Sent to Glasgow City Council 2 minutes later
5453,Pothole,"03:30, 3 Jan 2013",https://www.fixmystreet.com/report/303930,"Reported in the Potholes category anonymously at 03:30, Thu  3 January 2013",Sent to Glasgow City Council 4 minutes later
5454,Blocked Road Drain,"09:41, 3 Jan 2013, last updated 15:02, 31 Jan 2013",https://www.fixmystreet.com/report/302220,"Reported in the Roads/highways category anonymously at 09:41, Thu  3 January 2013",Sent to Glasgow City Council 4 minutes later
5455,Potholes,"Fixed 13:03, 3 Jan 2013, last updated 16:41, 28 Feb 2013",https://www.fixmystreet.com/report/304153,"Reported in the Potholes category anonymously at 13:03, Thu  3 January 2013",Sent to Glasgow City Council 2 minutes later
5456,Road Sinking,"13:38, 3 Jan 2013, last updated 20:42, 14 Jul 2013",https://www.fixmystreet.com/report/304176,"Reported in the Roads/highways category anonymously at 13:38, Thu  3 January 2013",Sent to Glasgow City Council 2 minutes later
5457,Large pot holes in road,"Fixed 15:43, 3 Jan 2013, last updated 20:24, 31 Jan 2013",https://www.fixmystreet.com/report/304243,"Reported in the Potholes category anonymously at 15:43, Thu  3 January 2013",Sent to Glasgow City Council 2 minutes later
5458,Sicken stank and pot holes at curb,"15:48, 3 Jan 2013, last updated 20:21, 31 Jan 2013",https://www.fixmystreet.com/report/304247,"Reported in the Potholes category anonymously at 15:48, Thu  3 January 2013",Sent to Glasgow City Council 2 minutes later
5459,Graffiti and fly tipping,"Fixed 16:52, 3 Jan 2013, last updated 21:40, 31 Jan 2013",https://www.fixmystreet.com/report/304303,"Reported in the Graffiti category anonymously at 16:52, Thu  3 January 2013",Sent to Glasgow City Council 2 minutes later
5460,Potholes around junction,"Fixed 17:45, 3 Jan 2013, last updated 21:22, 29 Jan 2013",https://www.fixmystreet.com/report/304338,"Reported in the Potholes category anonymously at 17:45, Thu  3 January 2013",Sent to Glasgow City Council less than a minute later
5461,Poor road surface,"17:48, 3 Jan 2013, last updated 09:49, 29 Jan 2013",https://www.fixmystreet.com/report/304344,"Reported in the Potholes category anonymously at 17:48, Thu  3 January 2013",Sent to Glasgow City Council 2 minutes later
5462,Extremely poor road surface,"17:51, 3 Jan 2013",https://www.fixmystreet.com/report/304345,"Reported in the Potholes category anonymously at 17:51, Thu  3 January 2013",Sent to Glasgow City Council 4 minutes later
5463,Poor road surface around bus stop,"17:54, 3 Jan 2013",https://www.fixmystreet.com/report/304348,"Reported in the Potholes category anonymously at 17:54, Thu  3 January 2013",Sent to Glasgow City Council less than a minute later
5464,Potholes on junction,"Fixed 17:57, 3 Jan 2013, last updated 21:22, 29 Jan 2013",https://www.fixmystreet.com/report/304351,"Reported in the Potholes category anonymously at 17:57, Thu  3 January 2013",Sent to Glasgow City Council 3 minutes later
5465,Vehicles frequently parked dangerously,"Fixed 18:02, 3 Jan 2013, last updated 21:23, 29 Jan 2013",https://www.fixmystreet.com/report/304354,"Reported in the Car parking category anonymously at 18:02, Thu  3 January 2013",Sent to Glasgow City Council 3 minutes later
